EntityId,ENTITYFIELDValue,ENTITYFIELDTypeValue,SPlowVoltageValue,SPHighInjectionRateValue,CorpIDValue,ChemicalTypeValue,ProductNameTimestamp,ProductNameValue,CustomerValue,SPLowLevelValue,SPLowpressValue,LattitudeValue,WellOperatorValue,InactivityAlarmValue,SPLowInjectRateValue,RealTimeEmailValue,FacilityIDValue,InactivityTimeoutValue,CostCenterValue,sgValue,SPLoLoLevelValue,SPHighpressValue,UntilNoValue,APINoValue,WellNameValue,LeaseNoValue,SPLowPumpConstantValue,SPMaxCurrentValue,SPHighLevelValue,InjectionPointValue,ProdTypeValue,SensorTypeValue,ActiveTimestamp,ActiveStatusValue,MiradorSerialNoValue,LongitudeValue,OffsetValue,TankTypeValue,TankHeightValue,AreaValue,VarianceValue,LastActivityTimestamp,LastActivityValue,ActDateTimestamp,ActDateValue
6daf4960-5149-11ed-9857-81f573be3068,9167344-GW,MiradorGateway,,,,,1970-01-01 00:00:00.000,,,,,,,1723925102110.0,,,,,,,,,,,,,,,,,,,2024-08-17 20:05:08.516,True,,,,,,,,2024-10-02 19:26:01.964,1727897160708.0,1970-01-01 00:00:00.000,
8019f2b0-516e-11ed-9857-81f573be3068,9174654-GW,MiradorGateway,,,,,1970-01-01 00:00:00.000,,,,,,,1723925097974.0,,,,,,,,,,,,,,,,,,,2024-08-17 20:05:01.821,True,,,,,,,,2024-10-02 19:26:01.964,1727897160422.0,1970-01-01 00:00:00.000,
44a1b8f0-d5aa-11ee-a08a-af4e179c51e0,2722960-GW,MiradorGateway,,,,,1970-01-01 00:00:00.000,,,,,,,1727460652668.0,,,,,,,,,,,,,,,,,,,2024-09-27 18:10:52.669,False,,,,,,,,2024-09-27 18:00:34.972,1727460031960.0,1970-01-01 00:00:00.000,
eb162760-aa4f-11ee-8d26-8dde86bb897d,0430731-1,Mirador2Lite,9500.0,200.0,,,2024-01-03 15:51:11.886,,BPXMC,100.0,1000.0,28,,1723924282994.0,0.0,,,,,,80.0,5000.0,,,0430731-1,,,8500.0,,HUTCHINSON 28-1 - CI,,,2024-08-17 20:09:33.073,True,0430731-1,-97.45,,2,,BPXMC-Haynesville,,2024-10-02 19:24:55.980,1727897095184.0,2024-01-03 15:51:11.886,2024-01-03
acb8b170-2a32-11ed-b335-1b21e93a0807,8729700-3,Mirador2Daisy,10500.0,200.0,20176888,Corrosion - Scale Inhibitor,2024-01-24 23:24:47.016,MXC 6-3654B,BPXMC,100.0,1000.0,31.86165066,,1726238356184.0,0.0,,20000075,,,,80.0,5000.0,,4238939680,SHIRLEY 58-T2-12X13 XB X102H,,,4000.0,,Cap String,,,2024-09-13 14:41:17.952,True,8729700-3,-104.0212953,,1,,BPXMC-Permian,,2024-10-02 19:25:46.971,1727897146925.0,2022-09-01 20:47:18.085,2022-09-01
ffde0c50-5bd4-11ed-9857-81f573be3068,9166783-GW,MiradorGateway,,,,,1970-01-01 00:00:00.000,,,,,,,1723925104755.0,,,,,,,,,,,,,,,,,,,2024-08-17 20:05:07.345,True,,,,,,,,2024-10-02 19:26:16.969,1727897175409.0,1970-01-01 00:00:00.000,
13e9f090-50d8-11ed-9857-81f573be3068,0021639-GW,MiradorGateway,,,,,1970-01-01 00:00:00.000,,,,,,,1727201684259.0,,,,,,,,,,,,,,,,,,,2024-09-26 17:11:19.556,True,,,,,,,,2024-10-02 19:26:07.969,1727897166640.0,1970-01-01 00:00:00.000,
ad02b920-514a-11ed-9857-81f573be3068,9175156-GW,MiradorGateway,,,,,1970-01-01 00:00:00.000,,,,,,,1723925107872.0,,,,,,,,,,,,,,,,,,,2024-08-17 20:05:12.949,True,,,,,,,,2024-10-02 19:25:34.981,1727897133816.0,1970-01-01 00:00:00.000,
a703d7a0-516f-11ed-9857-81f573be3068,9174761-GW,MiradorGateway,,,,,1970-01-01 00:00:00.000,,,,,,,1711644269554.0,,,,,,,,,,,,,,,,,,,2024-03-28 16:44:29.555,False,,,,,,,,2024-03-28 16:33:53.867,1711643632908.0,1970-01-01 00:00:00.000,
1866d9a0-2a2a-11ed-b335-1b21e93a0807,8729700-1,Mirador2Daisy,,200.0,20176889,Corrosion - Scale Inhibitor,2024-01-24 23:24:26.624,MXC 6-3654B,BPXMC,100.0,1000.0,31.86165066,,1726238356184.0,0.0,,20000075,,,,80.0,5000.0,,4238939679,SHIRLEY 58-T2-12X13 N W114H,,,4000.0,,Cap-String,,,2024-09-13 14:41:17.952,True,8729700-1,-104.0212953,,1,,BPXMC-Permian,,2024-10-02 19:25:46.971,1727897146925.0,2022-09-01 20:47:18.127,2022-09-01
fc6c10e0-dd56-11ed-9336-3d1048dc9409,9169423-1,Mirador2Lite,9500.0,200.0,,,2023-04-17 19:35:19.074,,BPXMC,100.0,1000.0,28,,1723925099565.0,0.0,,,,,,80.0,5000.0,,,Henderson 33-28 HC 3-ALT,,,10500.0,,,,,2024-08-17 20:07:44.889,True,9169423-1,-97.45,,3,,BPXMC-Haynesville,,2024-10-02 19:21:58.978,1727896917321.0,2023-04-17 19:35:19.074,2023-04-17
5a5d61d0-517b-11ed-9857-81f573be3068,9170249-GW,MiradorGateway,,,,,1970-01-01 00:00:00.000,,,,,,,1726845153613.0,,,,,,,,,,,,,,,,,,,2024-09-26 17:21:48.207,True,,,,,,,,2024-10-02 19:24:19.969,1727897057791.0,1970-01-01 00:00:00.000,
ea6dffc0-517e-11ed-9857-81f573be3068,9166866-GW,MiradorGateway,,,,,1970-01-01 00:00:00.000,,,,,,,1723925108537.0,,,,,,,,,,,,,,,,,,,2024-08-17 20:05:13.577,True,,,,,,,,2024-10-02 19:25:16.980,1727897114167.0,1970-01-01 00:00:00.000,
821d9ff0-5234-11ed-9857-81f573be3068,9166007-GW,MiradorGateway,,,,,1970-01-01 00:00:00.000,,,,,,,1723925098451.0,,,,,,,,,,,,,,,,,,,2024-08-17 20:04:59.252,True,,,,,,,,2024-10-02 19:24:40.961,1727897080619.0,1970-01-01 00:00:00.000,
f3a37c50-5237-11ed-9857-81f573be3068,9172286-GW,MiradorGateway,,,,,1970-01-01 00:00:00.000,,,,,,,1723925104654.0,,,,,,,,,,,,,,,,,,,2024-08-17 20:05:06.512,True,,,,,,,,2024-10-02 19:26:10.964,1727897168935.0,1970-01-01 00:00:00.000,
812ecef0-523b-11ed-9857-81f573be3068,9173839-GW,MiradorGateway,,,,,1970-01-01 00:00:00.000,,,,,,,1723925107112.0,,,,,,,,,,,,,,,,,,,2024-08-17 20:05:12.467,True,,,,,,,,2024-10-02 19:24:40.962,1727897079489.0,1970-01-01 00:00:00.000,
e334de70-4f0f-11ed-9857-81f573be3068,8729882-3,Hidden,,,,,1970-01-01 00:00:00.000,,,,,,,1726006569724.0,,,,,,,,,,,,,,,,,,,2024-09-10 22:16:09.725,False,,,,,,,,2024-09-10 22:05:10.968,1726005910161.0,1970-01-01 00:00:00.000,
3098f020-523f-11ed-9857-81f573be3068,9166619-GW,MiradorGateway,,,,,1970-01-01 00:00:00.000,,,,,,,1717423049554.0,,,,,,,,,,,,,,,,,,,2024-06-03 13:57:29.554,False,,,,,,,,2024-06-03 13:46:38.862,1717422398624.0,1970-01-01 00:00:00.000,
eae0a790-54c7-11ed-9857-81f573be3068,9166684-GW,MiradorGateway,,,,,1970-01-01 00:00:00.000,,,,,,,1723925106001.0,,,,,,,,,,,,,,,,,,,2024-08-17 20:05:11.365,True,,,,,,,,2024-10-02 19:24:40.961,1727897079343.0,1970-01-01 00:00:00.000,
c3dcf1b0-54c9-11ed-9857-81f573be3068,9167302-GW,MiradorGateway,,,,,1970-01-01 00:00:00.000,,,,,,,1723925100426.0,,,,,,,,,,,,,,,,,,,2024-08-17 20:05:03.264,True,,,,,,,,2024-10-02 19:24:49.963,1727897088728.0,1970-01-01 00:00:00.000,
5f3c4e50-54cd-11ed-9857-81f573be3068,0003686-GW,MiradorGateway,,,,,1970-01-01 00:00:00.000,,,,,,,1723925097891.0,,,,,,,,,,,,,,,,,,,2024-08-20 03:05:58.174,True,,,,,,,,2024-10-02 19:24:43.980,1727897081911.0,1970-01-01 00:00:00.000,
3fd492e0-54d0-11ed-9857-81f573be3068,0006218-GW,MiradorGateway,,,,,1970-01-01 00:00:00.000,,,,,,,1669834257674.0,,,,,,,,,,,,,,,,,,,2022-11-30 18:50:57.674,False,,,,,,,,2022-11-30 18:40:40.115,1669833639147.0,1970-01-01 00:00:00.000,
80f44c40-54d3-11ed-9857-81f573be3068,0017405-GW,MiradorGateway,,,,,1970-01-01 00:00:00.000,,,,,,,1724863780590.0,,,,,,,,,,,,,,,,,,,2024-08-28 16:49:40.591,False,,,,,,,,2024-08-28 16:39:25.970,1724863164136.0,1970-01-01 00:00:00.000,
62929e30-6c89-11ef-bdc7-f9c9b5da3899,7324459-2,Mirador2Daisy,11000.0,200.0,,Scale & Corrosion Inhibitor ,2024-09-06 22:31:12.444,SICI45672A,OXY-Delaware Basin,200.0,1000.0,28,,1727889486431.0,0.0,0,,,,,150.0,5000.0,,,SILVERTIP B_22,,1.0,12000.0,200.0,SILVERTIP 76-7 UNIT B 22H,,,2024-10-02 17:28:50.174,True,7324459-2,-97.45,,19,,OXY-TXDB North,,2024-10-02 19:23:49.982,1727897029551.0,2024-09-06 19:51:19.220,2024-09-06
7b99a460-54d4-11ed-9857-81f573be3068,0023908-GW,MiradorGateway,,,,,1970-01-01 00:00:00.000,,,,,,,1706804586696.0,,,,,,,,,,,,,,,,,,,2024-02-01 16:23:06.696,False,,,,,,,,2024-02-01 16:12:55.340,1706803975110.0,1970-01-01 00:00:00.000,
73b771b0-d5ab-11ee-a08a-af4e179c51e0,7379669-GW,MiradorGateway,,,,,1970-01-01 00:00:00.000,,,,,,,1727095481063.0,,,,,,,,,,,,,,,,,,,2024-09-24 19:06:38.539,True,,,,,,,,2024-10-02 19:24:58.973,1727897097447.0,1970-01-01 00:00:00.000,
45d3f0c0-5bd6-11ed-9857-81f573be3068,9173813-GW,MiradorGateway,,,,,1970-01-01 00:00:00.000,,,,,,,1667522097674.0,,,,,,,,,,,,,,,,,,,2022-11-04 00:34:57.674,False,,,,,,,,2022-11-04 00:24:43.120,1667521482564.0,1970-01-01 00:00:00.000,
44f54b30-5e34-11ed-9857-81f573be3068,9174779-GW,MiradorGateway,,,,,1970-01-01 00:00:00.000,,,,,,,1723925101663.0,,,,,,,,,,,,,,,,,,,2024-08-17 20:05:07.242,True,,,,,,,,2024-10-02 19:25:58.969,1727897155995.0,1970-01-01 00:00:00.000,
e56cdd90-5e38-11ed-9857-81f573be3068,9170017-GW,MiradorGateway,,,,,1970-01-01 00:00:00.000,,,,,,,1723925100899.0,,,,,,,,,,,,,,,,,,,2024-08-17 20:05:14.347,True,,,,,,,,2024-10-02 19:25:07.977,1727897105782.0,1970-01-01 00:00:00.000,
79860470-5e89-11ed-9857-81f573be3068,9172427-GW,MiradorGateway,,,,,1970-01-01 00:00:00.000,,,,,,,1727828884496.0,,,,,,,,,,,,,,,,,,,2024-10-02 12:53:50.230,True,,,,,,,,2024-10-02 19:25:31.963,1727897129843.0,1970-01-01 00:00:00.000,
75c165e0-5e8a-11ed-9857-81f573be3068,9174324-GW,MiradorGateway,,,,,1970-01-01 00:00:00.000,,,,,,,1723925102368.0,,,,,,,,,,,,,,,,,,,2024-08-17 20:05:15.012,True,,,,,,,,2024-10-02 19:25:07.977,1727897105976.0,1970-01-01 00:00:00.000,
82751c50-dacc-11ed-9336-3d1048dc9409,1851877-GW,MiradorGateway,,,,,1970-01-01 00:00:00.000,,,,,,,1726965457203.0,,,,,,,,,,,,,,,,,,,2024-09-22 01:48:59.627,True,,,,,,,,2024-10-02 19:24:34.978,1727897072749.0,1970-01-01 00:00:00.000,
9146ba30-5e8b-11ed-9857-81f573be3068,9166932-GW,MiradorGateway,,,,,1970-01-01 00:00:00.000,,,,,,,1723925102910.0,,,,,,,,,,,,,,,,,,,2024-08-17 20:05:08.267,True,,,,,,,,2024-10-02 19:25:58.969,1727897155998.0,1970-01-01 00:00:00.000,
9242ff10-5e8c-11ed-9857-81f573be3068,9174050-GW,MiradorGateway,,,,,1970-01-01 00:00:00.000,,,,,,,1723925102992.0,,,,,,,,,,,,,,,,,,,2024-08-17 20:05:07.516,True,,,,,,,,2024-10-02 19:25:28.973,1727897127868.0,1970-01-01 00:00:00.000,
84a7e9f0-5e8d-11ed-9857-81f573be3068,9171452-GW,MiradorGateway,,,,,1970-01-01 00:00:00.000,,,,,,,1723925104176.0,,,,,,,,,,,,,,,,,,,2024-08-17 20:05:11.765,True,,,,,,,,2024-10-02 19:24:34.978,1727897072367.0,1970-01-01 00:00:00.000,
8db3e000-dacd-11ed-9336-3d1048dc9409,1870711-GW,MiradorGateway,,,,,1970-01-01 00:00:00.000,,,,,,,1723925104426.0,,,,,,,,,,,,,,,,,,,2024-08-17 20:05:11.418,True,,,,,,,,2024-10-02 19:25:58.969,1727897157731.0,1970-01-01 00:00:00.000,
84ef0000-6c6f-11ef-bdc7-f9c9b5da3899,7323279-4,Mirador2VSP,10500.0,200.0,,Corrosion Inhibitor,2024-09-06 22:12:42.059,CRW9318,Chevron-Carlsbad,100.0,1000.0,28,,,0.0,0,,,,,80.0,5000.0,,,HHNM Pad 40/21,,1.0,12000.0,200.0,HHNM Pad 40/21 414H OOS,,,2024-09-06 16:46:09.949,True,7323279-4,-97.45,,12,,Chevron-Carlsbad-Baker,,2024-10-02 19:25:58.969,1727897157077.0,2024-09-06 16:46:09.954,2024-09-06
30cddeb0-7fe5-11ed-9857-81f573be3068,9166544-2,Mirador2Daisy,9500.0,200.0,,Scale/Corrosion,2023-08-14 13:15:47.504,WCW9049,Chevron MCBU,100.0,1000.0,28,,1726240396252.0,0.0,,,,,,80.0,5000.0,,30025490820001,Narwhal 220,,,8500.0,,Capstring,,,2024-09-13 15:18:10.657,True,9166544-2,-97.45,,12,,Chevron-Hobbs,,2024-10-02 19:23:19.967,1727896999376.0,2022-12-19 21:36:26.171,2022-12-19
1cca5190-daf4-11ed-9336-3d1048dc9409,1870331-GW,MiradorGateway,,,,,1970-01-01 00:00:00.000,,,,,,,1709750284648.0,,,,,,,,,,,,,,,,,,,2024-03-06 18:38:04.648,False,,,,,,,,2024-03-06 18:27:29.608,1709749649251.0,1970-01-01 00:00:00.000,
21aa58e0-5575-11ed-9857-81f573be3068,9168318-GW,MiradorGateway,,,,,1970-01-01 00:00:00.000,,,,,,,1723925095416.0,,,,,,,,,,,,,,,,,,,2024-08-17 20:05:01.324,True,,,,,,,,2024-10-02 19:24:37.970,1727897077752.0,1970-01-01 00:00:00.000,
96c0b460-558b-11ed-9857-81f573be3068,9166841-GW,MiradorGateway,,,,,1970-01-01 00:00:00.000,,,,,,,1723925103069.0,,,,,,,,,,,,,,,,,,,2024-08-17 20:05:07.277,True,,,,,,,,2024-10-02 19:25:22.964,1727897122902.0,1970-01-01 00:00:00.000,
cb03a860-5ecb-11ed-9857-81f573be3068,8730070-1,Mirador2Lite,9500.0,200.0,13439202,-,2022-11-07 22:42:52.143,-,BPXMC,100.0,1000.0,32.225332,-,1723925099337.0,0.0,,10085746,,-,,80.0,5000.0,-,1708121453,LADY OAK FARMS 4-9HC 2-ALT,-,,8500.0,,-,,,2024-08-17 20:07:31.109,True,8730070-1,-93.597037,,2,,BPXMC-Haynesville,,2024-10-02 19:26:04.979,1727897162444.0,2022-11-07 22:42:52.143,2022-11-07
cb90e930-4cd9-11ee-a863-f3c275beacd1,6530098-GW,MiradorGateway,,,,,1970-01-01 00:00:00.000,,,,,,,1727089720900.0,,,,,,,,,,,,,,,,,,,2024-09-23 19:09:07.925,True,,,,,,,,2024-10-02 19:25:40.964,1727897139915.0,1970-01-01 00:00:00.000,
1de8c220-2a35-11ed-b335-1b21e93a0807,8729700-5,Mirador2Daisy,10500.0,200.0,20176903,Corrosion - Scale Inhibitor,2024-03-12 20:11:54.813,MXC 6-3654B,BPXMC,100.0,1000.0,31.861641,,1726238356184.0,0.0,,20000075,,,,80.0,5000.0,,4238939669,SHIRLEY 58-T2-12X13 3A B301H,,,4000.0,,Cap String,,,2024-09-13 14:41:17.952,True,8729700-5,-104.023421,,1,,BPXMC-Permian,,2024-10-02 19:25:46.971,1727897146925.0,2022-09-01 20:47:18.107,2022-09-01
35213e80-554c-11ed-9857-81f573be3068,8729973-1,Mirador2Lite,9500.0,200.0,14338319,-,2022-11-15 03:00:16.983,-,BPXMC,50.0,1000.0,32.251941,-,1723925102698.0,0.0,,10086068,,-,,25.0,5000.0,-,1703126522,BROADWAY 29-32 HC 1-ALT,-,,8500.0,,-,,,2024-08-17 20:07:06.023,True,8729973-1,-93.625041,,2,,BPXMC-Haynesville,,2024-10-02 19:25:49.967,1727897149482.0,2022-11-15 03:00:16.983,2022-11-14
caaabbf0-dd5c-11ed-9336-3d1048dc9409,9174399-1,Mirador2Lite,9500.0,200.0,,,2023-04-17 20:16:52.586,,BPXMC,100.0,1000.0,28,,1723925103956.0,0.0,,,,,,80.0,5000.0,,,Henderson 33-28 HC 4-ALT,,,10500.0,,,,,2024-08-17 20:08:50.459,True,9174399-1,-97.45,,3,,BPXMC-Haynesville,,2024-10-02 19:26:01.964,1727897161689.0,2023-04-17 20:16:52.586,2023-04-17
3195eb10-6c8a-11ef-bdc7-f9c9b5da3899,866088072378324,TEK,12500.0,200.0,1000074500,SCAVENGER,2024-09-09 17:32:15.646,HS-1501,Aegis-PB-Diamondback,100.0,1000.0,28,Diamondback,,0.0,0,866088072378324,129600000.0,,1.0,80.0,5000.0,,,Greenwood,,1.0,12000.0,200.0,DICKENSON A SN 20-17 06 606H,34,0.0,2024-09-06 19:57:08.038,True,866088072378324,-97.45,0.0,12,64.0,Aegis-DB-Scavenger Tanks,,2024-10-02 08:00:29.063,1727856027612.0,2024-09-06 19:57:06.602,2024-09-06
871a24f0-5faa-11ed-9857-81f573be3068,0038492-GW,MiradorGateway,,,,,1970-01-01 00:00:00.000,,,,,,,1711128749554.0,,,,,,,,,,,,,,,,,,,2024-03-22 17:32:29.554,False,,,,,,,,2024-03-22 17:21:59.875,1711128119316.0,1970-01-01 00:00:00.000,
2b998f00-daf5-11ed-9336-3d1048dc9409,1861900-GW,MiradorGateway,,,,,1970-01-01 00:00:00.000,,,,,,,1723925101432.0,,,,,,,,,,,,,,,,,,,2024-08-17 20:05:10.259,True,,,,,,,,2024-10-02 19:25:43.981,1727897143890.0,1970-01-01 00:00:00.000,
3b599130-5f88-11ed-9857-81f573be3068,0015771-GW,MiradorGateway,,,,,1970-01-01 00:00:00.000,,,,,,,1723925101155.0,,,,,,,,,,,,,,,,,,,2024-08-17 20:05:15.061,True,,,,,,,,2024-10-02 19:26:01.964,1727897160562.0,1970-01-01 00:00:00.000,
eaaab100-01fe-11ee-9336-3d1048dc9409,2700495-GW,MiradorGateway,,,,,1970-01-01 00:00:00.000,,,,,,,1685791188611.0,,,,,,,,,,,,,,,,,,,2023-06-03 11:19:48.612,False,,,,,,,,2023-06-03 11:08:51.700,1685790530411.0,1970-01-01 00:00:00.000,
2e8eab10-5f8e-11ed-9857-81f573be3068,0025036-GW,MiradorGateway,,,,,1970-01-01 00:00:00.000,,,,,,,1723925096598.0,,,,,,,,,,,,,,,,,,,2024-08-17 20:05:13.821,True,,,,,,,,2024-10-02 19:25:19.973,1727897118390.0,1970-01-01 00:00:00.000,
523795d0-5f8f-11ed-9857-81f573be3068,0020870-GW,MiradorGateway,,,,,1970-01-01 00:00:00.000,,,,,,,1723925106368.0,,,,,,,,,,,,,,,,,,,2024-08-17 20:05:16.241,True,,,,,,,,2024-10-02 19:25:07.978,1727897107096.0,1970-01-01 00:00:00.000,
6620ac20-5f90-11ed-9857-81f573be3068,0020888-GW,MiradorGateway,,,,,1970-01-01 00:00:00.000,,,,,,,1723925098033.0,,,,,,,,,,,,,,,,,,,2024-08-17 20:05:13.697,True,,,,,,,,2024-10-02 19:23:01.964,1727896979416.0,1970-01-01 00:00:00.000,
39cbe0c0-5f92-11ed-9857-81f573be3068,0015938-GW,MiradorGateway,,,,,1970-01-01 00:00:00.000,,,,,,,1723925096939.0,,,,,,,,,,,,,,,,,,,2024-08-20 03:05:58.089,True,,,,,,,,2024-10-02 19:25:52.960,1727897150499.0,1970-01-01 00:00:00.000,
2bbb0f50-5fa7-11ed-9857-81f573be3068,0034574-GW,MiradorGateway,,,,,1970-01-01 00:00:00.000,,,,,,,1723925095663.0,,,,,,,,,,,,,,,,,,,2024-08-17 20:05:14.131,True,,,,,,,,2024-10-02 19:25:01.966,1727897100401.0,1970-01-01 00:00:00.000,
70aaa750-5fa8-11ed-9857-81f573be3068,0026166-GW,MiradorGateway,,,,,1970-01-01 00:00:00.000,,,,,,,1723925102455.0,,,,,,,,,,,,,,,,,,,2024-08-17 20:05:14.854,True,,,,,,,,2024-10-02 19:24:31.984,1727897070927.0,1970-01-01 00:00:00.000,
81a3a290-5fa9-11ed-9857-81f573be3068,0020706-GW,MiradorGateway,,,,,1970-01-01 00:00:00.000,,,,,,,1726310058236.0,,,,,,,,,,,,,,,,,,,2024-09-14 10:35:36.718,True,,,,,,,,2024-10-02 19:24:52.980,1727897091589.0,1970-01-01 00:00:00.000,
800f3500-5fab-11ed-9857-81f573be3068,0015912-GW,MiradorGateway,,,,,1970-01-01 00:00:00.000,,,,,,,1723925098399.0,,,,,,,,,,,,,,,,,,,2024-08-20 03:05:58.176,True,,,,,,,,2024-10-02 19:25:37.972,1727897135853.0,1970-01-01 00:00:00.000,
0247f4c0-d5ae-11ee-a08a-af4e179c51e0,7242958-GW,MiradorGateway,,,,,1970-01-01 00:00:00.000,,,,,,,1727694839915.0,,,,,,,,,,,,,,,,,,,2024-09-30 11:19:38.108,True,,,,,,,,2024-10-02 19:25:19.973,1727897119582.0,1970-01-01 00:00:00.000,
b7d894f0-177d-11ef-a9f6-c90f2ddade4f,864259063575028,TEK,9500.0,200.0,,Corrosion Scale Combo,2024-05-21 14:28:41.677,WCS2237,Chevron MCBU,100.0,1000.0,28,,1720222589554.0,0.0,0,,129600000.0,,1.0,80.0,5000.0,,,Elkhead,,1.0,8500.0,200.0,Elkhead 4144 C3H,34,0.0,2024-07-10 13:48:39.238,True,864259063575028,-97.45,0.0,38,38.0,Chevron-Pecos,,2024-10-02 07:58:23.045,1727855901056.0,2024-05-21 14:23:39.602,2024-05-21
188be0c0-8d25-11ed-9857-81f573be3068,9175156-1,Mirador2Daisy,10000.0,200.0,,Corrosion Inhibitor,2023-01-06 10:35:44.915,CRW9220,Chevron MCBU,100.0,1000.0,28,,1723925100492.0,0.0,,,,UWDPS-D2169-COM,,80.0,5000.0,,42227414940001,Odessa East/VLT,,,12500.0,,Thor 182,,,2024-08-17 20:06:33.557,True,9175156-1,-97.45,,12,,Chevron-Odessa,,2024-10-02 19:21:49.977,1727896909438.0,2023-01-05 18:16:38.410,2023-01-05
d72c75e0-2a32-11ed-b335-1b21e93a0807,8729700-2,Mirador2Daisy,,200.0,20176887,Corrosion - Scale Inhibitor,2024-03-12 20:12:35.933,MXC 6-3654B,BPXMC,100.0,1000.0,31.86165066,,1726238356184.0,0.0,,20000075,,,,80.0,5000.0,,4238939678,SHIRLEY 58-T2-12X13 C W103H,,,4000.0,,Cap String,,,2024-09-13 14:41:17.952,True,8729700-2,-104.0212953,,1,,BPXMC-Permian,,2024-10-02 19:25:46.971,1727897146925.0,2022-09-01 20:47:18.071,2022-09-01
b1e4a1a0-9aab-11ee-8d26-8dde86bb897d,8742190-2,Mirador2Daisy,9500.0,200.0,20173045,Corrosion - Scale Inhibitor,2024-03-12 20:18:04.896,MXC 6-3654B,BPXMC,100.0,1000.0,28,,1726150993657.0,0.0,,,,20173045,,80.0,5000.0,,4238939382,STATE ANNEX 57-T2-28 W206H,,,8500.0,,Cap String,,,2024-09-12 14:23:50.717,True,8742190-2,-97.45,,3,,BPXMC-Permian,,2024-10-02 19:24:22.961,1727897061152.0,2023-12-14 18:07:51.016,2023-12-14
31226bc0-6464-11ed-9857-81f573be3068,9173821-1,Suspended,9500.0,200.0,,Corrosion Inhibitor,2024-03-18 23:04:39.370,H20123,DC3,100.0,1000.0,29.751362943845287,,1724274624222.0,0.0,,,,,,80.0,5000.0,,,Booth - Vista Demo,,1.0,8500.0,,Flowline,,,2024-08-21 21:10:24.224,False,9173821-1,-95.36059610336815,,1,,,,2024-08-21 21:00:13.967,1724274013312.0,2022-11-14 21:35:00.267,2022-11-14
0898aca0-60f9-11ed-9857-81f573be3068,8717473-2,Hidden,9500.0,,,,2022-11-10 13:10:22.640,,,100.0,1000.0,27.8182262335548,,1715427929554.0,0.0,,,,,,80.0,5000.0,,,8717473-2,,,8500.0,,,,,2024-05-11 11:45:29.555,False,8717473-2,-97.4569221222892,,0,,,,2024-05-11 11:34:41.858,1715427280845.0,2022-11-10 13:10:22.640,2022-11-10
e4694710-65c9-11ed-9857-81f573be3068,9173854-GW,MiradorGateway,,,,,1970-01-01 00:00:00.000,,,,,,,1723925108500.0,,,,,,,,,,,,,,,,,,,2024-08-17 20:05:16.298,True,,,,,,,,2024-10-02 19:25:40.964,1727897138042.0,1970-01-01 00:00:00.000,
1347ea40-65cb-11ed-9857-81f573be3068,9174647-GW,MiradorGateway,,,,,1970-01-01 00:00:00.000,,,,,,,1727826904432.0,,,,,,,,,,,,,,,,,,,2024-10-02 13:56:04.339,True,,,,,,,,2024-10-02 19:25:07.978,1727897107298.0,1970-01-01 00:00:00.000,
48513a10-65cc-11ed-9857-81f573be3068,9168417-GW,MiradorGateway,,,,,1970-01-01 00:00:00.000,,,,,,,1723925097116.0,,,,,,,,,,,,,,,,,,,2024-08-20 03:05:58.107,True,,,,,,,,2024-10-02 19:25:49.967,1727897147791.0,1970-01-01 00:00:00.000,
62e836c0-65cd-11ed-9857-81f573be3068,9175040-GW,MiradorGateway,,,,,1970-01-01 00:00:00.000,,,,,,,1723925098014.0,,,,,,,,,,,,,,,,,,,2024-08-17 20:05:14.248,True,,,,,,,,2024-10-02 19:25:22.964,1727897121191.0,1970-01-01 00:00:00.000,
48044b30-65cf-11ed-9857-81f573be3068,9173904-GW,MiradorGateway,,,,,1970-01-01 00:00:00.000,,,,,,,1720085969554.0,,,,,,,,,,,,,,,,,,,2024-07-04 09:39:29.556,False,,,,,,,,2024-07-04 09:29:11.873,1720085351695.0,1970-01-01 00:00:00.000,
32b1a7e0-65d0-11ed-9857-81f573be3068,9169662-GW,MiradorGateway,,,,,1970-01-01 00:00:00.000,,,,,,,1723925095718.0,,,,,,,,,,,,,,,,,,,2024-08-17 20:05:13.976,True,,,,,,,,2024-10-02 19:24:34.978,1727897074182.0,1970-01-01 00:00:00.000,
a9a13590-65f9-11ed-9857-81f573be3068,9175065-GW,MiradorGateway,,,,,1970-01-01 00:00:00.000,,,,,,,1727423631519.0,,,,,,,,,,,,,,,,,,,2024-09-27 07:53:51.521,False,,,,,,,,2024-09-27 07:43:01.982,1727422980899.0,1970-01-01 00:00:00.000,
d423aa90-65fa-11ed-9857-81f573be3068,9168482-GW,MiradorGateway,,,,,1970-01-01 00:00:00.000,,,,,,,1723925104302.0,,,,,,,,,,,,,,,,,,,2024-08-17 20:05:15.370,True,,,,,,,,2024-10-02 19:24:40.961,1727897080936.0,1970-01-01 00:00:00.000,
c8c2f510-65fb-11ed-9857-81f573be3068,9166809-GW,MiradorGateway,,,,,1970-01-01 00:00:00.000,,,,,,,1723925099366.0,,,,,,,,,,,,,,,,,,,2024-08-17 20:05:13.730,True,,,,,,,,2024-10-02 19:25:16.979,1727897115323.0,1970-01-01 00:00:00.000,
