readAttrs,readTs,entityId.entityType,entityId.id,latest.ENTITY_FIELD.name.ts,latest.ENTITY_FIELD.name.value,latest.ENTITY_FIELD.type.ts,latest.ENTITY_FIELD.type.value,latest.ATTRIBUTE.SP_LowVoltage.ts,latest.ATTRIBUTE.SP_LowVoltage.value,latest.ATTRIBUTE.SP_High_Injection_Rate.ts,latest.ATTRIBUTE.SP_High_Injection_Rate.value,latest.ATTRIBUTE.CorpID.ts,latest.ATTRIBUTE.CorpID.value,latest.ATTRIBUTE.ChemicalType.ts,latest.ATTRIBUTE.ChemicalType.value,latest.ATTRIBUTE.ProductName.ts,latest.ATTRIBUTE.ProductName.value,latest.ATTRIBUTE.Customer.ts,latest.ATTRIBUTE.Customer.value,latest.ATTRIBUTE.SP_LowLevel.ts,latest.ATTRIBUTE.SP_LowLevel.value,latest.ATTRIBUTE.SP_LowPress.ts,latest.ATTRIBUTE.SP_LowPress.value,latest.ATTRIBUTE.Latitude.ts,latest.ATTRIBUTE.Latitude.value,latest.ATTRIBUTE.WellOperator.ts,latest.ATTRIBUTE.WellOperator.value,latest.ATTRIBUTE.inactivityAlarmTime.ts,latest.ATTRIBUTE.inactivityAlarmTime.value,latest.ATTRIBUTE.SP_LowInjectRate.ts,latest.ATTRIBUTE.SP_LowInjectRate.value,latest.ATTRIBUTE.Disable_RealTime_Emails.ts,latest.ATTRIBUTE.Disable_RealTime_Emails.value,latest.ATTRIBUTE.FacilityID.ts,latest.ATTRIBUTE.FacilityID.value,latest.ATTRIBUTE.inactivityTimeout.ts,latest.ATTRIBUTE.inactivityTimeout.value,latest.ATTRIBUTE.CostCenter.ts,latest.ATTRIBUTE.CostCenter.value,latest.ATTRIBUTE.sg.ts,latest.ATTRIBUTE.sg.value,latest.ATTRIBUTE.SP_LoLoLevel.ts,latest.ATTRIBUTE.SP_LoLoLevel.value,latest.ATTRIBUTE.SP_HighPress.ts,latest.ATTRIBUTE.SP_HighPress.value,latest.ATTRIBUTE.UntiNo.ts,latest.ATTRIBUTE.UntiNo.value,latest.ATTRIBUTE.APINo.ts,latest.ATTRIBUTE.APINo.value,latest.ATTRIBUTE.WellName.ts,latest.ATTRIBUTE.WellName.value,latest.ATTRIBUTE.LeaseNo.ts,latest.ATTRIBUTE.LeaseNo.value,latest.ATTRIBUTE.SP_LowPumpConstant.ts,latest.ATTRIBUTE.SP_LowPumpConstant.value,latest.ATTRIBUTE.SP_MaxCurrent.ts,latest.ATTRIBUTE.SP_MaxCurrent.value,latest.ATTRIBUTE.SP_HighLevel.ts,latest.ATTRIBUTE.SP_HighLevel.value,latest.ATTRIBUTE.InjectionPoint.ts,latest.ATTRIBUTE.InjectionPoint.value,latest.ATTRIBUTE.ProdType.ts,latest.ATTRIBUTE.ProdType.value,latest.ATTRIBUTE.sensortype.ts,latest.ATTRIBUTE.sensortype.value,latest.ATTRIBUTE.active.ts,latest.ATTRIBUTE.active.value,latest.ATTRIBUTE.MiradorSerialNo.ts,latest.ATTRIBUTE.MiradorSerialNo.value,latest.ATTRIBUTE.Longitude.ts,latest.ATTRIBUTE.Longitude.value,latest.ATTRIBUTE.Offset.ts,latest.ATTRIBUTE.Offset.value,latest.ATTRIBUTE.tanktype.ts,latest.ATTRIBUTE.tanktype.value,latest.ATTRIBUTE.TankHeight.ts,latest.ATTRIBUTE.TankHeight.value,latest.ATTRIBUTE.Area.ts,latest.ATTRIBUTE.Area.value,latest.ATTRIBUTE.variance.ts,latest.ATTRIBUTE.variance.value,latest.ATTRIBUTE.lastActivityTime.ts,latest.ATTRIBUTE.lastActivityTime.value,latest.ATTRIBUTE.actdate.ts,latest.ATTRIBUTE.actdate.value
True,True,DEVICE,e6768580-ab29-11ee-8d26-8dde86bb897d,1727897178952,0430459-GW,1727897178952,MiradorGateway,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1727787662984,1727787662983,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1727787662984,false,0,,0,,0,,0,,0,,0,,0,,1727787052983,1727787049959,0,
True,True,DEVICE,f1f0c560-ab47-11ee-8d26-8dde86bb897d,1727897178952,2724966-1,1727897178952,Mirador2Daisy,1704403598550,9500,1706200275684,200,0,,1712259518359,Corrosion/Scale,1712259484994,CSW-9528,1727884861359,Chevron MCBU,1704403598550,100,1704403598550,1000,1704403598550,28,1704403598550,,1726989577980,0,1704403598550,0,0,,0,,0,,1704403598550,,0,,1704403598550,80,1704403598550,5000,1704403598550,,1704403598550,,1712259418031,Fort Stockton Beat 2,1704403598550,,0,,1704403598550,8500,0,,1715099160786,GF Pad 12 (38 F 123WA),0,,0,,1726989577980,true,1704403598550,2724966-1,1704403598550,-97.45,0,,1704405261924,12,0,,1727884861359,Chevron-Fort Stockton,0,,1727897077970,1727897077104,1704403598550,2024-01-04
True,True,DEVICE,633ec460-aa44-11ee-8d26-8dde86bb897d,1727897178952,2722895-13,1727897178952,Mirador2Daisy,1704330721744,10500,1706200016840,200,0,,1704330708221,Methanol,1704330719004,Methanol,1727884827143,Chevron MCBU,1704292119525,100,1704292119525,1000,1704292119525,28,1704292119525,,1723938462109,1723938462108,1704292119525,0,0,,0,,0,,1704292119525,,0,,1704330727534,55,1704292119525,5000,1704292119525,,1704292119525,,1704330714004,Monroe 3H,1704292119525,,0,,1704330725454,12500,0,,1712249850594,Gas Lift,0,,0,,1723938462109,false,1704292119525,2722895-13,1704292119525,-97.45,0,,1704330714959,3,0,,1727884827143,Chevron-Permian South,0,,1723937853521,1723937851044,1704292119525,2024-01-03
True,True,DEVICE,bfbdc0b0-ab3e-11ee-8d26-8dde86bb897d,1727897178952,2087877,1727897178952,EdgeLight,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1707227166697,1707227166696,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1707227166697,false,0,,0,,0,,0,,0,,0,,0,,1707226542131,1707226542110,0,
True,True,DEVICE,53b79b90-8486-11ee-8d26-8dde86bb897d,1727897178953,2726292-4,1727897178953,Mirador2Daisy,1703699162334,10500,1706200086092,200,0,,1703699143681,Triple Combo,1703699194081,SICI32540A,1727884823530,Chevron MCBU,1700142296038,100,1700142296038,1000,1700142296038,28,1700142296038,,1721260949556,1721260949555,1700142296038,0,0,,0,,0,,1700142296038,,0,,1703699166356,55,1700142296038,5000,1700142296038,,1703699154524,4238935688,1703699133406,Pecos North,1700142296038,,0,,1703699164609,12500,0,,1703699139896,MAN O WAR 26 C 8H,0,,0,,1724357522507,true,1703699159425,2,1700142296038,-97.45,0,,1700142296038,0,0,,1727884823530,Chevron-Pecos,0,,1727897089963,1727897089635,1700142296038,2023-11-16
True,True,DEVICE,77840cb0-3ffa-11ed-9857-81f573be3068,1727897178953,8729858-2,1727897178953,Hidden,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1725936847890,1725936847889,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1725936847890,false,0,,0,,0,,0,,0,,0,,0,,1725936247979,1725936247445,0,
True,True,DEVICE,c3a3f0c0-ae4d-11ee-8d26-8dde86bb897d,1727897178953,API_monitor1,1727897178953,API_monitor,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1704736566696,1704736566696,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1704736566696,false,0,,0,,0,,0,,0,,0,,0,,0,,0,
True,True,DEVICE,fe00c7a0-a017-11ee-8d26-8dde86bb897d,1727897178953,0430376-GW,1727897178953,MiradorGateway,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1725139667487,1725139667487,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1725143349616,true,0,,0,,0,,0,,0,,0,,0,,1727897128972,1727897128541,0,
True,True,DEVICE,9964cd80-5d3a-11ed-9857-81f573be3068,1727897178953,8737729-3,1727897178953,Hidden,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1720501469556,1720501469554,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1720501469556,false,0,,0,,0,,0,,0,,0,,0,,1720500812870,1720500810644,0,
True,True,DEVICE,9964f490-5d3a-11ed-9857-81f573be3068,1727897178953,8737729-2,1727897178953,Hidden,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1720501469555,1720501469554,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1720501469555,false,0,,0,,0,,0,,0,,0,,0,,1720500812870,1720500810644,0,
True,True,DEVICE,320642f0-aedd-11ed-a24f-75221674adef,1727897178953,8729767-2,1727897178953,Hidden,1676650056976,9500,0,,0,,1676650056976,,1676650056976,,0,,1676650056976,100,1676650056976,1000,1676650056976,28,1676650056976,,1719346769555,1719346769554,1676650056976,0,0,,0,,0,,1676650056976,,0,,1676650056976,80,1676650056976,5000,1676650056976,,1676650056976,,1676650056976,8729767-2,1676650056976,,0,,1676650056976,8500,0,,1676650056976,,0,,0,,1719346769555,false,1676650056976,8729767-2,1676650056976,-97.45,0,,1676650056976,0,0,,0,,0,,1719346163858,1719346161589,1676650056976,2023-02-17
True,True,DEVICE,bf897b10-d650-11ee-a08a-af4e179c51e0,1727897178953,8898469-5,1727897178953,Mirador2Daisy,1709320466609,11000,1709135279452,200,1709319913774,1031526701,1709320257149,Scale & Corrosion Inhibitor ,1715432668483,WCS2268,1727884848739,OXY-Delaware Basin,1711376406049,200,1709135279452,1000,1709135279452,28,1709135279452,,1724470290735,1724470290733,1709135279452,0,0,,0,,0,,1709135279452,,0,,1711376406049,150,1709135279452,5000,1709135279452,,1709320004831,4238940787,1709319756586,BAGPIPE STATE_21,1709135279452,,1711108142580,1,1709135279452,8500,1711380601774,200,1709319820185,BAGPIPE STATE 13-0-269-27 A 11H,0,,0,,1724470872812,true,1709135279452,8898469-5,1709135279452,-97.45,0,,1716432674431,19,0,,1727884848739,OXY-TXDB South,0,,1727896894962,1727896893036,1709135279452,2024-02-28
True,True,DEVICE,fd00f7a0-a669-11ee-8d26-8dde86bb897d,1727897178953,8896547-GW,1727897178953,MiradorGateway,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1724364747553,1724364747553,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1724364747553,false,0,,0,,0,,0,,0,,0,,0,,1724364121961,1724364118960,0,
True,True,DEVICE,527512a0-a676-11ee-8d26-8dde86bb897d,1727897178953,8906296-GW,1727897178953,MiradorGateway,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1723925096207,1723925096207,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1723925100617,true,0,,0,,0,,0,,0,,0,,0,,1727897068967,1727897068346,0,
True,True,DEVICE,8c4950a0-a67a-11ee-8d26-8dde86bb897d,1727897178953,8906080-GW,1727897178953,MiradorGateway,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1727705580251,1727705580251,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1727706465272,true,0,,0,,0,,0,,0,,0,,0,,1727897083980,1727897083822,0,
True,True,DEVICE,0a668230-a687-11ee-8d26-8dde86bb897d,1727897178953,8897248-GW,1727897178953,MiradorGateway,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1723925100211,1723925100211,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1723925115317,true,0,,0,,0,,0,,0,,0,,0,,1727897125981,1727897124191,0,
True,True,DEVICE,f74d1e50-a68d-11ee-8d26-8dde86bb897d,1727897178953,0431390-GW,1727897178953,MiradorGateway,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1726061231194,1726061231191,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1726068491202,true,0,,0,,0,,0,,0,,0,,0,,1727897131963,1727897129184,0,
True,True,DEVICE,dc344ef0-23f5-11ef-a9f6-c90f2ddade4f,1727897178953,864259063713579,1727897178953,TEK,1717672434128,9500,1717672434128,200,0,,1717672434128,,1717672434128,,0,,1717672434128,100,1717672434128,1000,1717672434128,28,1717672434128,,1717802069555,1717802069554,1717672434128,0,1717672434128,0,1717672434128,,1717672434128,129600000,1717672434128,,1717672434128,1,1717672434128,80,1717672434128,5000,1717672434128,,1717672434128,,1717672434128,864259063713579,1717672434128,,1717672434128,1,1717672434128,8500,1717672434128,200,1717672434128,,1717672434058,34,1717672434128,0,1717802069556,false,1717672434128,864259063713579,1717672434128,-97.45,1717672434128,0,1717672434128,0,1717672434128,0,0,,0,,1717672434072,1717672434053,1717672434128,2024-06-06
True,True,DEVICE,4dcf8ba0-8596-11ee-8d26-8dde86bb897d,1727897178953,8730468-16,1727897178953,Mirador2Daisy,1700259109251,9500,1706200017416,200,0,,1700280567595,Methanol,1700280570365,Methanol,1727884821945,Chevron MCBU,1700259109251,100,1700259109251,1000,1700259109251,28,1700259109251,,1726960717051,1726960717050,1700259109251,0,0,,0,,0,,1700259109251,,0,,1700259109251,80,1700259109251,5000,1700259109251,,1700259109251,,1700280564625,Pecos South,1700259109251,,0,,1700259109251,8500,0,,1700280562227,BUZZARD ON THE RAIL 2308HL WCA-L,0,,0,,1726964168246,true,1700259109251,8730468-16,1700259109251,-97.45,0,,1700280572415,3,0,,1727884821945,Chevron-Permian South,0,,1727896981964,1727896981800,1700259109251,2023-11-17
True,True,DEVICE,4cf8dab0-8596-11ee-8d26-8dde86bb897d,1727897178953,8730468-15,1727897178953,Mirador2Daisy,1700259107847,9500,1706200017620,200,0,,1700280494787,Methanol,1700280498035,Methanol,1727884821786,Chevron MCBU,1700259107847,100,1700259107847,1000,1700259107847,28,1700259107847,,1726960717053,1726960717050,1700259107847,0,0,,0,,0,,1700259107847,,0,,1700259107847,80,1700259107847,5000,1700259107847,,1700259107847,,1700280492892,Pecos South,1700259107847,,0,,1700259107847,8500,0,,1700280488820,BUZZARD ON THE RAIL 2307H WCA-U,0,,0,,1726964167743,true,1700259107847,8730468-15,1700259107847,-97.45,0,,1700280534855,3,0,,1727884821786,Chevron-Permian South,0,,1727896981964,1727896981800,1700259107847,2023-11-17
True,True,DEVICE,ebf65400-6fa9-11ef-bdc7-f9c9b5da3899,1727897178953,866088075503167,1727897178953,TEK,1725996107230,12500,1725996107230,200,1727205524910,1001124700,1726147916869,Corrosion & Scale Inhibitor,1726148046761,SC-1331,1727884859550,Aegis-PB-Diamondback,1725996107230,100,1725996107230,1000,1725996107230,28,1727273665237,Diamondback,0,,1725996107230,0,1725996107230,0,1727273670845,866088075503167,1725996107230,129600000,1725996107230,,1725996107230,1,1725996107230,80,1725996107230,5000,0,,1725996107230,,1726527926226,Greenwood,1725996107230,,1725996107230,1,1725996107230,12000,1725996107230,200,1726147108041,MOTT 4 402,1727856022028,34,1725996107230,0,1725996110053,true,1725996107230,866088075503167,1725996107230,-97.45,1725996107230,0,1727273658705,54,1726147108041,39,1727884859550,Aegis-DB-South Midland Basin,0,,1727856026049,1727856024349,1725996107230,2024-09-10
True,True,DEVICE,5483ec40-8486-11ee-8d26-8dde86bb897d,1727897178953,2726292-5,1727897178953,Mirador2Daisy,1700142297378,9500,1706200017220,200,0,,1700280635415,Methanol,1700280639215,Methanol,1727884823631,Chevron MCBU,1700142297378,100,1700142297378,1000,1700142297378,28,1700142297378,,1723925106447,1723925106447,1700142297378,0,0,,0,,0,,1700142297378,,0,,1700142297378,80,1700142297378,5000,1700142297378,,1700142297378,,1700280633570,Pecos North,1700142297378,,0,,1700142297378,8500,0,,1700280630662,MAN O WAR 26 D 1HA WFMPA,0,,0,,1723925287594,true,1700142297378,2726292-5,1700142297378,-97.45,0,,1700280640660,3,0,,1727884823631,Chevron-Permian South,0,,1727897089963,1727897089635,1700142297378,2023-11-16
True,True,DEVICE,31257870-840b-11ee-8d26-8dde86bb897d,1727897178953,2726292-1,1727897178953,Mirador2Daisy,1700089409951,9500,1706200086699,200,0,,1700258330865,Triple Combo,1700258330865,SICI32540A,1727884815717,Chevron MCBU,1700089409951,100,1700089409951,1000,1700089409951,28,1700089409951,,1723925100971,1723925100971,1700089409951,0,0,,0,,0,,1700089409951,,0,,1700089409951,80,1700089409951,5000,1700089409951,,1700258330865,4238934884,1700258330865,Pecos North,1700089409951,,0,,1700089409951,8500,0,,1700258330865,MAN O WAR 26 D 1HA,0,,0,,1723925287575,true,1700089409951,2726292-1,1700089409951,-97.45,0,,1700258330865,2,0,,1727884815717,Chevron-Pecos,0,,1727897089963,1727897089635,1700089409951,2023-11-15
True,True,DEVICE,69dea5d0-6fa9-11ef-bdc7-f9c9b5da3899,1727897178953,866088075560936,1727897178953,TEK,1727465412895,12500,1727465412893,200,1727417405156,129,1727465422172,Methanol,1727465412103,Methanol,1727884828648,Imperative Permian,1727465412893,100,1725995888867,1000,1727465412845,28,1727026373408,Diamondback,0,,1725995888867,0,1725995888867,0,1727465412105,,1725995888867,129600000,1727465412105,,1725995888867,1,1727465412893,80,1725995888867,5000,0,,1727465412105,,1727465412847,866088075560936,1725995888867,,1727465412893,1,1727465412895,12000,1725995888867,200,1727465412845,Black Stone State 2-11 1H Battery,1727856026547,34,1725995888867,0,1725995891054,true,1725995888867,866088075560936,1727465412845,-97.45,1725995888867,0,1727465422182,16,1727465412854,34.5,1727884828648,Imperative-DB-Diamondback,0,,1727856026048,1727856025916,1725995888867,2024-09-10
True,True,DEVICE,52f06c90-859a-11ee-8d26-8dde86bb897d,1727897178953,8729817-19,1727897178953,Mirador2Daisy,1700260835821,9500,1706200276238,200,0,,1700281065850,Corrosion/Scale,1700584872014,CSW-9528,1727884823382,Chevron MCBU,1700260835821,100,1700260835821,1000,1700260835821,28,1700260835821,,1727894692801,0,1700260835821,0,0,,0,,0,,1700260835821,,0,,1700260835821,80,1700260835821,5000,1700260835821,,1700260835821,,1712259429407,Fort Stockton Beat 2,1700260835821,,0,,1700260835821,8500,0,,1715099310402,GF Pad 5 (41-1H),0,,0,,1727894692801,true,1700260835821,8729817-19,1700260835821,-97.45,0,,1700281069805,3,0,,1727884823382,Chevron-Fort Stockton,0,,1727896957961,1727896955238,1700260835821,2023-11-17
True,True,DEVICE,28c37070-a69c-11ee-8d26-8dde86bb897d,1727897178953,0430418-2,1727897178953,Mirador2Daisy,1703890012584,9500,1706288145743,200,1712583099516,20187311,1711663478267,Corrosion - Scale Inhibitor,1711664114646,MXC 6-3654B,1727884813261,BPXMC,1703890012584,100,1703890012584,1000,1703890012584,28,1703890012584,,1726872094400,1726872094400,1703890012584,0,0,,0,,0,,1703890012584,,0,,1703890012584,80,1703890012584,5000,1703890012584,,1713472376968,4238940219,1716301217302,LAVERNE 58-T2-12X1 X203H,1703890012584,,0,,1703890012584,8500,0,,1711663461731,Cap String,0,,0,,1726872094400,false,1703890012584,0430418-2,1703890012584,-97.45,0,,1726857087014,12,0,,1727884813261,BPXMC-Permian,0,,1726871437982,1726871434959,1703890012584,2023-12-29
True,True,DEVICE,e335a1c0-4f0f-11ed-9857-81f573be3068,1727897178953,8729882-2,1727897178953,Hidden,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1726006569724,1726006569724,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1726006569724,false,0,,0,,0,,0,,0,,0,,0,,1726005910968,1726005910161,0,
True,True,DEVICE,520ecd90-8486-11ee-8d26-8dde86bb897d,1727897178953,2726292-2,1727897178953,Mirador2Daisy,1700142293276,9500,1706200086506,200,0,,1700258376210,Triple Combo,1700258376210,SICI32540A,1727884823233,Chevron MCBU,1700142293276,100,1700142293276,1000,1700142293276,28,1700142293276,,1721260229555,1721260229554,1700142293276,0,0,,0,,0,,1700142293276,,0,,1700142293276,80,1700142293276,5000,1700142293276,,1700258376210,4238935869,1700258376210,Pecos North,1700142293276,,0,,1700142293276,8500,0,,1700258376210,MAN O WAR 26 A 2H,0,,0,,1724355546390,true,1700142293276,2726292-2,1700142293276,-97.45,0,,1700258376210,2,0,,1727884823233,Chevron-Pecos,0,,1727897089963,1727897089635,1700142293276,2023-11-16
True,True,DEVICE,419f70d0-859a-11ee-8d26-8dde86bb897d,1727897178953,8729817-20,1727897178953,Mirador2Daisy,1700260806865,9500,1706200276607,200,0,,1700281097705,Corrosion/Scale,1700585167502,CSW-9528,1727884819565,Chevron MCBU,1700260806865,100,1700260806865,1000,1700260806865,28,1700260806865,,1725939907986,1725939907984,1700260806865,0,0,,0,,0,,1700260806865,,0,,1700260806865,80,1700260806865,5000,1700260806865,,1700260806865,,1712259447984,Fort Stockton Beat 2,1700260806865,,0,,1700260806865,8500,0,,1715099336280,GF Pad 5 (41-3H),0,,0,,1725939907986,false,1700260806865,8729817-20,1700260806865,-97.45,0,,1700281101245,3,0,,1727884819565,Chevron-Fort Stockton,0,,1725939283979,1725939281732,1700260806865,2023-11-17
True,True,DEVICE,0de7b4f0-7f68-11ef-bdc7-f9c9b5da3899,1727897178954,866088072618695,1727897178954,TEK,1727727035880,12500,1727727035880,200,0,,1727727035880,,1727727035880,,0,,1727727035880,100,1727727035880,1000,1727727035880,28,1727727035880,,0,,1727727035880,0,1727727035880,0,1727727035880,,1727727035880,129600000,1727727035880,,1727727035880,1,1727727035880,80,1727727035880,5000,0,,1727727035880,,1727727035880,866088072618695,1727727035880,,1727727035880,1,1727727035880,12000,1727727035880,200,1727727035880,,1727856020563,34,1727727035880,0,1727727038035,true,1727727035880,866088072618695,1727727035880,-97.45,1727727035880,0,1727727035880,0,1727727035880,0,0,,0,,1727856020052,1727856020010,1727727035880,2024-09-30
True,True,DEVICE,27ccdb90-a032-11ee-8d26-8dde86bb897d,1727897178954,2723679-GW,1727897178954,MiradorGateway,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1723925096933,1723925096933,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1723925114375,true,0,,0,,0,,0,,0,,0,,0,,1727897122964,1727897121211,0,
True,True,DEVICE,3259f9b0-8fa4-11ee-8d26-8dde86bb897d,1727897178954,0020888,1727897178954,Suspended,1701364587750,9500,1706288256983,200,0,,1701364587750,,1701364587750,,0,,1701364587750,100,1701364587750,1000,1701364587750,28,1701364587750,,1701747366696,1701747366696,1701364587750,0,0,,0,,0,,1701364587750,,0,,1701364587750,80,1701364587750,5000,1701364587750,,1701364587750,,1701364587750,20888,1701364587750,,0,,1701364587750,8500,0,,1701364587750,,0,,0,,1701747366696,false,1701364587750,20888,1701364587750,-97.45,0,,1701364587750,0,0,,0,,0,,1701746734341,1701746733260,1701364587750,2023-11-30
True,True,DEVICE,ff9124a0-f848-11ee-a9f6-c90f2ddade4f,1727897178954,0864259063692658,1727897178954,TEK,1712870290583,9500,1712870290583,200,0,,1712870290583,,1712870290583,,0,,1712870290583,100,1712870290583,1000,1712870290583,28,1712870290583,,1713643229558,1713643229554,1712870290583,0,1712870290583,0,1712870290583,,1712870290583,129600000,1712870290583,,1712870290583,1,1712870290583,80,1712870290583,5000,1712870290583,,1712870290583,,1712940072374,State Camp 56-T2-14X11 1H&2H,1712870290583,,1712870290583,1,1712870290583,8500,1712870290583,200,1712870290583,,1713513624425,34,1712870290583,0,1713643229558,false,1712870290583,864259063692658,1712870290583,-97.45,1712870290583,0,1712870290583,0,1712870290583,0,0,,0,,1713513624394,1713513624370,1712870290583,2024-04-11
True,True,DEVICE,8c0d9440-908e-11ee-8d26-8dde86bb897d,1727897178954,8901933-2,1727897178954,Mirador2Daisy,1701465506599,10500,1706200026464,200,0,,1701465491979,Emulsion Breaker,1714763567980,DMO46X,1727884838092,Chevron MCBU,1701465500034,110,1701465240476,1000,1701465240476,28,1701465240476,,1725476695927,1725476695926,1701465240476,0,0,,0,,0,,1701465240476,,0,,1701465503389,55,1701465240476,5000,1701465240476,,1701465240476,,1727361834280,IPSM Trailer 3- HHNM Pad 21,1701465240476,,0,,1701465505249,12500,0,,1725888592676,None,0,,0,,1725476959614,true,1714761131536,8901933-Pump2,1701465240476,-97.45,0,,1727361830050,12,0,,1727884838092,Chevron-Carlsbad,0,,1727897065978,1727897064878,1701465240476,2023-12-01
True,True,DEVICE,cd75b640-1862-11ef-a9f6-c90f2ddade4f,1727897178954,864259063689571,1727897178954,TEK,1716399810532,9500,1716399810532,200,0,,1716579115717,Paraffin Dispersant,1716579123516,PD-4165,1727884852788,Aquarius Chemical,1716399810532,100,1716399810532,1000,1716399810532,28,1716579109240,COP,1718308829556,1718308829554,1716399810532,0,1716399810532,0,1716399810532,,1716399810532,129600000,1716399810532,,1716399810532,1,1716399810532,80,1716399810532,5000,1716399810532,,1716399810532,,1716399810532,864259063689571,1716399810532,,1716399810532,1,1716399810532,8500,1716399810532,200,1716571267405,PB4003,1727855936630,34,1716399810532,0,1718352006520,true,1716399810532,864259063689571,1716399810532,-97.45,1716399810532,0,1720729114369,38,1719944826255,34,1727884852788,Aquarius - CoP,0,,1727855939051,1727855936552,1716399810532,2024-05-22
True,True,DEVICE,799e1060-8fa2-11ee-8d26-8dde86bb897d,1727897178954,7265793-2,1727897178954,Mirador2VSP,1701363848345,9500,1706200029757,200,0,,1701364367504,Corrosion Inhibitor,1701364367504,CRW9318,1727884833037,Chevron-Carlsbad,1701363848345,100,1701363848345,1000,1701363848345,28,1701363848345,,1723924282353,1723924282352,1701363848345,0,0,,0,,0,,1701363848345,,0,,1701363848345,80,1701363848345,5000,1701363848345,,1701363848345,,1721668357351,HHNM Pad 20,1701363848345,,0,,1701363848345,8500,0,,1719242046781,CICADA 62H,0,,0,,1723925150675,true,1701363848345,7265793-2,1701363848345,-97.45,0,,1721668350192,12,0,,1727884833037,Chevron-Carlsbad-Baker,0,,1727897170964,1727897169498,1701363848345,2023-11-30
True,True,DEVICE,c73cc7e0-8fa1-11ee-8d26-8dde86bb897d,1727897178954,7265793-4,1727897178954,Mirador2VSP,1701363549060,9500,1706200029557,200,0,,1701364274574,Corrosion Inhibitor,1701364274574,CRW9318,1727884850776,Chevron-Carlsbad,1701363549060,100,1701363549060,1000,1701363549060,28,1701363549060,,1723924284643,1723924284643,1701363549060,0,0,,0,,0,,1701363549060,,0,,1701363549060,80,1701363549060,5000,1701363549060,,1701363549060,,1721668335790,HHNM Pad 20,1701363549060,,0,,1701363549060,8500,0,,1726499541954,CICADA 63H ,0,,0,,1723925150743,true,1701363549060,7265793-4,1701363549060,-97.45,0,,1726506303147,12,0,,1727884850776,Chevron-Carlsbad-Baker,0,,1727897170964,1727897169498,1701363549060,2023-11-30
True,True,DEVICE,52983a70-859a-11ee-8d26-8dde86bb897d,1727897178954,8729817-18,1727897178954,Mirador2Daisy,1700260835250,9500,1706200276816,200,0,,1700281034867,Corrosion/Scale,1700585177210,CSW-9528,1727884823302,Chevron MCBU,1700260835250,100,1700260835250,1000,1700260835250,28,1700260835250,,1726061051183,1726061051182,1700260835250,0,0,,0,,0,,1700260835250,,0,,1700260835250,80,1700260835250,5000,1700260835250,,1700260835250,,1712259426404,Fort Stockton Beat 2,1700260835250,,0,,1700260835250,8500,0,,1715099378149,GF Pad 5 (41-4H),0,,0,,1726068546740,true,1700260835250,8729817-18,1700260835250,-97.45,0,,1700281039815,3,0,,1727884823302,Chevron-Fort Stockton,0,,1727896957961,1727896955238,1700260835250,2023-11-17
